"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Adoption of revised TCS Code of Corporate Disclosure Practices and Policy for determination of Legitimate Purpose'.","10-Apr-2025 17:36:18","2025-04-10 17:36:18","10-Apr-2025 17:36:19","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025173555_SE_Int_Code_Covering_Letter_signed.pdf"
"TCS","Tata Consultancy Services Limited","General Updates","Tata Consultancy Services Limited has informed the Exchange about appointment of Secretarial Auditors of the Company","10-Apr-2025 17:20:13","2025-04-10 17:20:13","10-Apr-2025 17:20:14","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025171938_SE_Int_Outcome_of_BM_Secretarial_Auditor_signed.pdf"
"TCS","Tata Consultancy Services Limited","Press Release","Tata Consultancy Services Limited has informed the Exchange regarding a press release dated April 10, 2025, titled ""Tata Consultancy Services announces the appointment of Ms. Aarthi Subramanian as President and Chief Operating Officer and Mr. Mangesh Sathe as Chief Strategy Officer"".","10-Apr-2025 17:07:06","2025-04-10 17:07:06","10-Apr-2025 17:07:07","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025170656_BM_appointment_pressrelease_signed.pdf"
"TCS","Tata Consultancy Services Limited","Change in Management","Tata Consultancy Services Limited has informed the Exchange about appointment of Mr. Mangesh Sathe as Chief Strategy Officer","10-Apr-2025 17:04:18","2025-04-10 17:04:18","10-Apr-2025 17:04:18","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025170356_SE_letter_Outcome_of_BM_SMP_signed.pdf"
"TCS","Tata Consultancy Services Limited","Appointment","Tata Consultancy Services Limited has informed the Exchange regarding Appointment of Ms Aarthi Subramanian as Executive Director   President and Chief Operating Officer of the company w.e.f. May 01, 2025.","10-Apr-2025 16:56:07","2025-04-10 16:56:07","10-Apr-2025 16:56:07","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025165535_SE_Int_Outcome_of_BM_ED_signed.pdf"
"TCS","Tata Consultancy Services Limited","Press Release","Tata Consultancy Services Limited has informed the Exchange regarding a press release dated April 10, 2025, titled ""TCS Crosses $30 Billion Revenue Milestone, Strong Order Book Reinforces Confidence in Long-Term Resilience"".","10-Apr-2025 16:10:50","2025-04-10 16:10:50","10-Apr-2025 16:10:51","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025161039_BM_Outcome_-_April_2025__pressrelease_signed.pdf"
"TCS","Tata Consultancy Services Limited","Dividend","Tata Consultancy Services Limited has informed the Exchange that Board of Directors at its meeting held on April 10, 2025, recommended Final Dividend of Rs. 30 per equity share.","10-Apr-2025 16:08:22","2025-04-10 16:08:22","10-Apr-2025 16:08:23","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025160739_BM_Outcome_financials_signed.pdf"
"TCS","Tata Consultancy Services Limited","Outcome of Board Meeting","Tata Consultancy Services Limited has informed the Exchange regarding Outcome of Board Meeting held on April 10, 2025.","10-Apr-2025 16:05:24","2025-04-10 16:05:24","10-Apr-2025 16:05:25","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025160349_BM_Outcome_financials_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS appointed as the Official AI & Technology Partner for the Schneider Electric Marathon de Paris in France'.","01-Apr-2025 11:00:41","2025-04-01 11:00:41","01-Apr-2025 11:00:42","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_01042025105652_PR_01Apr25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","28-Mar-2025 18:57:56","2025-03-28 18:57:56","28-Mar-2025 18:57:58","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_28032025185711_SEInt28032025_v1signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","26-Mar-2025 17:12:49","2025-03-26 17:12:49","26-Mar-2025 17:12:50","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_26032025171232_SEINT26032025.pdf"
"TCS","Tata Consultancy Services Limited","Shareholders meeting","Tata Consultancy Services Limited has informed the Exchange regarding Notice of Postal Ballot","25-Mar-2025 20:01:43","2025-03-25 20:01:43","25-Mar-2025 20:01:43","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_25032025200121_SE_Letter_Merged_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-24-year-old Taiwanese Student wins the title of `World's Best Coder' at TCS CodeVita 2025'.","24-Mar-2025 15:59:58","2025-03-24 15:59:58","24-Mar-2025 15:59:59","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_24032025155546_PR_24Mar25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Partners with The Cumberland Building Society to Transform its Core Banking Solution'.","20-Mar-2025 16:03:45","2025-03-20 16:03:45","20-Mar-2025 16:03:46","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_20032025160244_PR_20Mar25_signed.pdf"
